role_idx,target_role,education_level_val,branch_match_val,cgpa_norm,experience_years,experience_ratio,core_skill_coverage,secondary_skill_coverage,bonus_skill_count,certification_count,eligibility_score,tier_idx,tier_label
1.0,data-analyst,0.85,0.75,8.41,0.5,0.5,0.659,0.493,2.0,1.0,76.9,2,Eligible
1.0,data-analyst,0.65,0.75,5.0,0.0,0.0,0.201,0.238,1.0,0.0,42.0,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,9.36,3.0,1.5,1.0,0.657,4.0,2.0,99.0,3,Highly Eligible
5.0,software-developer,0.85,0.75,5.6,0.5,0.25,0.069,0.158,2.0,0.0,37.7,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,8.52,0.0,0.0,0.742,0.582,2.0,2.0,80.9,2,Eligible
5.0,software-developer,0.65,0.35,5.89,1.0,0.5,0.189,0.126,0.0,1.0,44.2,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,7.06,0.0,0.0,0.185,0.0,0.0,0.0,46.2,0,Foundational / Action Required
0.0,python-developer,0.65,1.0,7.0,0.0,0.0,0.068,0.0,1.0,0.0,39.9,0,Foundational / Action Required
3.0,data-scientist,0.85,0.75,6.9,2.0,1.0,0.76,0.487,1.0,1.0,75.9,2,Eligible
3.0,data-scientist,0.85,0.75,8.32,0.0,0.0,0.365,0.58,2.0,1.0,56.3,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.75,8.02,0.5,0.25,0.8,0.23,2.0,0.0,72.1,2,Eligible
4.0,web-developer,0.92,1.0,6.5,0.0,0.0,0.724,0.348,2.0,2.0,80.4,2,Eligible
3.0,data-scientist,0.65,0.65,6.21,0.0,0.0,0.028,0.023,0.0,0.0,33.4,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,9.36,4.0,2.0,0.956,0.622,4.0,2.0,99.0,3,Highly Eligible
0.0,python-developer,1.0,1.0,8.03,4.0,2.0,0.991,0.99,4.0,4.0,99.0,3,Highly Eligible
1.0,data-analyst,0.92,1.0,8.56,4.0,3.0,0.931,0.639,5.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,8.37,1.5,0.75,0.554,0.269,2.0,2.0,76.2,2,Eligible
3.0,data-scientist,0.85,0.75,8.47,2.0,1.0,0.439,0.393,2.0,1.0,62.8,1,Partially Eligible
4.0,web-developer,0.85,0.75,7.61,0.0,0.0,0.385,0.363,2.0,1.0,60.8,1,Partially Eligible
5.0,software-developer,0.85,0.75,7.96,0.0,0.0,0.451,0.274,2.0,0.0,59.9,1,Partially Eligible
0.0,python-developer,0.85,1.0,7.81,0.0,0.0,0.756,0.42,2.0,0.0,75.9,2,Eligible
4.0,web-developer,0.85,0.75,8.8,2.0,2.0,0.724,0.582,3.0,3.0,91.7,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.47,0.0,0.0,0.604,0.6,2.0,0.0,61.9,1,Partially Eligible
3.0,data-scientist,0.85,0.35,6.02,0.5,0.25,0.26,0.151,0.0,0.0,50.5,0,Foundational / Action Required
0.0,python-developer,0.65,0.65,6.19,0.0,0.0,0.0,0.176,0.0,0.0,36.3,0,Foundational / Action Required
2.0,machine-learning-engineer,0.65,0.75,6.37,1.0,0.5,0.237,0.115,0.0,1.0,45.2,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,1.0,7.31,1.0,0.5,0.711,0.75,1.0,0.0,71.1,2,Eligible
3.0,data-scientist,0.65,0.75,5.53,0.5,0.25,0.207,0.181,1.0,0.0,44.0,0,Foundational / Action Required
3.0,data-scientist,0.85,0.75,9.01,0.5,0.25,0.503,0.565,3.0,1.0,67.2,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.76,0.0,0.0,0.462,0.482,1.0,1.0,62.7,1,Partially Eligible
5.0,software-developer,0.65,1.0,6.04,2.0,1.0,0.747,0.555,1.0,2.0,75.6,2,Eligible
5.0,software-developer,0.85,0.75,8.77,0.0,0.0,0.657,0.227,3.0,1.0,78.1,2,Eligible
4.0,web-developer,0.92,1.0,8.01,4.0,3.0,0.63,0.671,4.0,2.0,82.3,3,Highly Eligible
4.0,web-developer,0.85,0.65,7.51,1.0,1.0,0.613,0.328,4.0,3.0,85.3,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.35,0.5,0.5,0.533,0.496,2.0,0.0,68.6,2,Eligible
3.0,data-scientist,0.85,1.0,7.05,1.0,0.5,0.66,0.348,2.0,1.0,74.3,2,Eligible
1.0,data-analyst,0.85,0.75,8.32,2.0,2.0,0.769,0.512,2.0,1.0,78.8,2,Eligible
2.0,machine-learning-engineer,0.85,0.65,7.39,2.0,1.0,0.572,0.471,3.0,0.0,70.9,2,Eligible
3.0,data-scientist,0.92,1.0,8.51,3.0,1.5,0.808,0.612,3.0,3.0,92.4,3,Highly Eligible
3.0,data-scientist,0.92,1.0,8.37,4.0,2.0,0.955,0.901,4.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,1.0,1.0,8.2,5.0,2.5,0.867,0.72,4.0,2.0,95.7,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.31,2.0,1.0,0.676,0.465,2.0,1.0,79.2,2,Eligible
2.0,machine-learning-engineer,0.65,1.0,5.06,0.0,0.0,0.24,0.197,0.0,1.0,48.6,0,Foundational / Action Required
5.0,software-developer,0.65,1.0,5.59,0.0,0.0,0.101,0.157,0.0,0.0,35.4,0,Foundational / Action Required
5.0,software-developer,1.0,0.75,7.92,3.0,1.5,0.6,0.576,4.0,2.0,83.4,3,Highly Eligible
3.0,data-scientist,0.85,0.75,5.0,0.0,0.0,0.185,0.003,1.0,0.0,40.8,0,Foundational / Action Required
5.0,software-developer,0.45,0.35,5.89,0.0,0.0,0.145,0.103,0.0,1.0,37.3,0,Foundational / Action Required
1.0,data-analyst,0.85,0.75,6.95,0.0,0.0,0.399,0.443,1.0,0.0,49.6,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,7.15,0.0,0.0,0.671,0.327,1.0,0.0,68.7,2,Eligible
1.0,data-analyst,0.85,1.0,8.38,3.0,3.0,0.6,0.48,4.0,3.0,84.3,3,Highly Eligible
4.0,web-developer,0.45,0.75,7.05,0.0,0.0,0.0,0.124,0.0,0.0,30.0,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,7.69,2.0,2.0,0.464,0.497,1.0,2.0,76.0,2,Eligible
0.0,python-developer,0.65,0.75,8.58,1.0,0.5,0.418,0.544,3.0,3.0,67.7,1,Partially Eligible
3.0,data-scientist,0.92,1.0,8.37,6.0,3.0,1.0,0.952,3.0,2.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,9.08,4.0,3.0,0.61,0.536,2.0,2.0,81.3,2,Eligible
4.0,web-developer,0.85,1.0,6.11,1.0,1.0,0.4,0.334,2.0,2.0,71.1,2,Eligible
5.0,software-developer,0.85,0.75,8.35,0.0,0.0,0.552,0.437,2.0,1.0,67.3,1,Partially Eligible
0.0,python-developer,0.85,0.75,7.2,0.0,0.0,0.078,0.048,0.0,0.0,38.0,0,Foundational / Action Required
0.0,python-developer,0.85,0.65,6.36,1.0,0.5,0.835,0.47,3.0,1.0,82.2,3,Highly Eligible
5.0,software-developer,0.65,0.35,5.93,0.5,0.25,0.188,0.089,1.0,0.0,44.1,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,8.72,3.0,1.5,0.793,0.871,4.0,2.0,91.9,3,Highly Eligible
1.0,data-analyst,0.65,1.0,7.08,0.0,0.0,0.271,0.3,1.0,0.0,45.9,0,Foundational / Action Required
3.0,data-scientist,0.85,0.75,7.61,3.0,1.5,0.684,0.607,3.0,2.0,83.2,3,Highly Eligible
1.0,data-analyst,0.85,0.75,8.01,1.0,1.0,0.79,0.361,2.0,2.0,82.0,3,Highly Eligible
0.0,python-developer,0.85,0.75,7.92,1.5,0.75,0.4,0.168,3.0,2.0,68.5,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,8.68,0.0,0.0,0.35,0.232,3.0,1.0,62.6,1,Partially Eligible
3.0,data-scientist,0.92,1.0,8.98,5.0,2.5,0.781,0.765,3.0,2.0,92.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.65,7.65,1.5,0.75,0.4,0.466,2.0,1.0,63.5,1,Partially Eligible
1.0,data-analyst,0.45,0.75,7.71,0.0,0.0,0.249,0.0,0.0,0.0,39.8,0,Foundational / Action Required
3.0,data-scientist,0.65,0.35,6.28,0.0,0.0,0.159,0.06,1.0,0.0,38.8,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,1.0,7.13,0.0,0.0,0.501,0.516,1.0,1.0,64.4,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,8.12,1.0,0.5,0.587,0.172,4.0,1.0,79.9,2,Eligible
3.0,data-scientist,1.0,1.0,9.42,6.0,3.0,0.87,0.751,4.0,2.0,94.4,3,Highly Eligible
2.0,machine-learning-engineer,0.45,0.35,5.5,0.5,0.25,0.174,0.05,1.0,0.0,36.9,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,9.07,6.0,3.0,0.913,0.912,3.0,3.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.93,1.0,0.5,0.383,0.352,1.0,0.0,60.1,1,Partially Eligible
0.0,python-developer,0.85,0.75,8.54,0.0,0.0,0.577,0.428,2.0,1.0,64.8,1,Partially Eligible
3.0,data-scientist,0.85,1.0,7.94,0.5,0.25,0.67,0.1,1.0,1.0,69.9,2,Eligible
0.0,python-developer,0.65,0.75,8.15,2.0,1.0,0.76,0.658,2.0,1.0,77.6,2,Eligible
5.0,software-developer,0.85,0.65,6.68,0.0,0.0,0.318,0.157,0.0,0.0,51.3,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,8.45,3.0,3.0,0.716,0.9,2.0,2.0,83.7,3,Highly Eligible
0.0,python-developer,0.92,0.75,8.47,5.0,2.5,0.889,0.9,5.0,3.0,97.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,6.94,0.0,0.0,0.431,0.207,2.0,0.0,60.5,1,Partially Eligible
1.0,data-analyst,0.92,1.0,7.86,0.0,0.0,0.35,0.402,2.0,1.0,62.4,1,Partially Eligible
5.0,software-developer,0.85,1.0,8.44,3.0,1.5,0.849,0.35,3.0,3.0,97.1,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.88,0.0,0.0,0.372,0.185,2.0,2.0,65.7,1,Partially Eligible
5.0,software-developer,0.92,1.0,7.83,1.0,0.5,0.495,0.53,1.0,1.0,68.8,2,Eligible
0.0,python-developer,0.92,0.75,8.78,0.0,0.0,0.73,0.337,1.0,2.0,76.0,2,Eligible
0.0,python-developer,0.85,1.0,9.0,3.0,1.5,0.845,0.508,3.0,2.0,91.1,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.57,0.0,0.0,0.462,0.416,2.0,1.0,60.6,1,Partially Eligible
1.0,data-analyst,0.85,0.75,7.46,1.5,1.5,0.75,0.4,2.0,1.0,79.4,2,Eligible
0.0,python-developer,0.85,1.0,8.3,2.0,1.0,0.665,0.624,2.0,3.0,84.5,3,Highly Eligible
4.0,web-developer,0.85,0.65,7.21,2.0,2.0,0.669,0.567,2.0,0.0,69.6,2,Eligible
1.0,data-analyst,0.85,1.0,7.13,0.0,0.0,0.675,0.6,3.0,1.0,75.4,2,Eligible
1.0,data-analyst,0.85,1.0,7.19,1.0,1.0,0.743,0.406,3.0,1.0,78.9,2,Eligible
1.0,data-analyst,0.85,0.75,7.28,0.0,0.0,0.05,0.293,1.0,0.0,41.3,0,Foundational / Action Required
3.0,data-scientist,0.92,0.75,8.69,0.5,0.25,0.505,0.148,2.0,0.0,63.3,1,Partially Eligible
5.0,software-developer,0.85,0.35,5.0,1.0,0.5,0.094,0.027,0.0,0.0,40.9,0,Foundational / Action Required
0.0,python-developer,0.85,0.75,7.62,1.5,0.75,0.499,0.176,2.0,0.0,65.9,1,Partially Eligible
4.0,web-developer,1.0,1.0,8.64,4.0,3.0,0.83,0.752,5.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.08,3.0,3.0,0.835,0.571,3.0,2.0,90.3,3,Highly Eligible
3.0,data-scientist,0.92,0.75,7.52,0.0,0.0,0.725,0.285,2.0,1.0,76.1,2,Eligible
5.0,software-developer,0.85,1.0,7.81,2.0,1.0,0.505,0.311,2.0,0.0,73.6,2,Eligible
2.0,machine-learning-engineer,0.85,0.75,6.97,1.5,0.75,0.728,0.348,3.0,0.0,78.2,2,Eligible
2.0,machine-learning-engineer,0.45,0.65,6.16,0.0,0.0,0.316,0.168,0.0,0.0,44.1,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,7.74,0.0,0.0,0.655,0.197,1.0,0.0,64.1,1,Partially Eligible
4.0,web-developer,0.85,1.0,9.5,1.0,1.0,0.565,0.365,3.0,0.0,73.5,2,Eligible
4.0,web-developer,0.85,1.0,8.42,3.0,3.0,0.864,0.578,4.0,2.0,95.1,3,Highly Eligible
5.0,software-developer,0.45,0.35,8.0,0.0,0.0,0.34,0.13,1.0,0.0,45.0,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,6.55,2.5,1.25,0.796,0.47,1.0,3.0,86.8,3,Highly Eligible
0.0,python-developer,0.45,0.35,5.5,0.0,0.0,0.133,0.05,0.0,0.0,31.4,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,7.1,1.0,1.0,0.555,0.35,1.0,1.0,72.2,2,Eligible
2.0,machine-learning-engineer,0.65,1.0,8.17,2.0,1.0,0.565,0.507,3.0,1.0,76.2,2,Eligible
0.0,python-developer,0.85,1.0,8.3,2.0,1.0,0.71,0.75,3.0,1.0,76.2,2,Eligible
4.0,web-developer,0.85,0.65,8.51,1.0,1.0,0.66,0.692,1.0,0.0,76.5,2,Eligible
0.0,python-developer,0.92,1.0,8.69,5.0,2.5,0.879,0.993,3.0,4.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,8.7,1.0,0.5,0.504,0.465,2.0,2.0,72.1,2,Eligible
4.0,web-developer,0.85,0.75,6.66,0.0,0.0,0.665,0.495,2.0,2.0,73.3,2,Eligible
5.0,software-developer,0.85,1.0,8.02,0.0,0.0,0.511,0.58,2.0,0.0,65.2,1,Partially Eligible
3.0,data-scientist,0.65,0.35,6.39,0.0,0.0,0.105,0.221,1.0,0.0,34.4,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,8.14,4.0,2.0,0.803,0.734,4.0,2.0,93.3,3,Highly Eligible
5.0,software-developer,0.85,1.0,6.69,0.0,0.0,0.518,0.358,2.0,1.0,67.9,1,Partially Eligible
1.0,data-analyst,0.85,0.75,7.55,1.5,1.5,0.85,0.242,1.0,0.0,77.1,2,Eligible
0.0,python-developer,0.85,0.75,7.12,0.5,0.25,0.682,0.1,2.0,0.0,68.6,2,Eligible
4.0,web-developer,0.85,1.0,6.1,2.0,2.0,0.462,0.591,2.0,2.0,71.7,2,Eligible
5.0,software-developer,0.85,0.75,6.13,0.0,0.0,0.155,0.052,0.0,0.0,41.0,0,Foundational / Action Required
5.0,software-developer,0.92,1.0,9.1,3.0,1.5,1.0,0.887,6.0,4.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,0.75,7.63,0.0,0.0,0.753,0.102,2.0,0.0,70.4,2,Eligible
0.0,python-developer,0.85,0.75,6.97,0.0,0.0,0.0,0.183,1.0,0.0,42.1,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,8.82,0.0,0.0,0.434,0.307,3.0,0.0,60.2,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.65,9.12,1.5,0.75,0.583,0.33,1.0,3.0,79.0,2,Eligible
5.0,software-developer,0.85,1.0,8.83,0.0,0.0,0.405,0.236,3.0,0.0,60.4,1,Partially Eligible
4.0,web-developer,0.92,1.0,7.06,3.0,3.0,1.0,0.9,5.0,4.0,99.0,3,Highly Eligible
0.0,python-developer,0.92,1.0,8.75,3.0,1.5,0.836,0.636,4.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.92,1.0,9.07,4.0,3.0,1.0,0.834,5.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.85,0.75,8.99,1.5,0.75,0.613,0.199,2.0,1.0,69.6,2,Eligible
2.0,machine-learning-engineer,0.85,0.65,6.57,1.0,0.5,0.598,0.429,3.0,1.0,72.5,2,Eligible
4.0,web-developer,1.0,1.0,8.69,6.0,3.0,1.0,0.838,3.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.4,0.0,0.0,0.454,0.394,1.0,1.0,65.6,1,Partially Eligible
5.0,software-developer,0.85,1.0,8.74,0.5,0.25,0.695,0.416,1.0,1.0,76.3,2,Eligible
2.0,machine-learning-engineer,1.0,1.0,9.32,4.0,2.0,0.928,0.73,6.0,2.0,99.0,3,Highly Eligible
0.0,python-developer,0.85,1.0,8.27,2.5,1.25,0.625,0.374,1.0,1.0,75.7,2,Eligible
4.0,web-developer,0.92,1.0,8.3,1.0,1.0,0.85,0.563,2.0,2.0,91.3,3,Highly Eligible
5.0,software-developer,0.85,1.0,8.95,1.5,0.75,0.55,0.75,2.0,1.0,73.7,2,Eligible
2.0,machine-learning-engineer,0.85,0.75,7.58,1.5,0.75,0.729,0.287,1.0,1.0,73.5,2,Eligible
0.0,python-developer,0.85,1.0,7.2,0.0,0.0,0.435,0.281,2.0,1.0,63.5,1,Partially Eligible
3.0,data-scientist,0.85,1.0,7.57,1.0,0.5,0.586,0.319,2.0,1.0,70.6,2,Eligible
3.0,data-scientist,0.85,1.0,6.6,1.5,0.75,0.453,0.514,3.0,0.0,65.6,1,Partially Eligible
0.0,python-developer,0.92,1.0,8.08,2.0,1.0,0.946,0.9,3.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,1.0,1.0,9.12,6.0,3.0,0.944,0.767,4.0,4.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.65,8.28,1.0,0.5,0.464,0.167,2.0,2.0,66.3,1,Partially Eligible
5.0,software-developer,0.85,0.75,7.65,0.0,0.0,0.727,0.219,3.0,1.0,76.1,2,Eligible
3.0,data-scientist,0.85,1.0,7.47,0.0,0.0,0.65,0.439,2.0,1.0,74.4,2,Eligible
5.0,software-developer,0.85,0.75,8.43,3.0,1.5,0.807,0.9,3.0,3.0,90.5,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.64,4.0,3.0,0.848,0.777,3.0,1.0,89.3,3,Highly Eligible
3.0,data-scientist,0.92,0.75,8.56,3.0,1.5,0.9,0.606,2.0,2.0,95.6,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.91,2.0,2.0,0.805,0.547,2.0,2.0,86.5,3,Highly Eligible
5.0,software-developer,0.85,1.0,6.69,0.0,0.0,0.727,0.309,2.0,2.0,73.3,2,Eligible
4.0,web-developer,0.92,1.0,8.61,3.0,3.0,1.0,0.798,4.0,2.0,99.0,3,Highly Eligible
5.0,software-developer,0.85,1.0,6.91,1.5,0.75,0.522,0.436,1.0,1.0,65.2,1,Partially Eligible
2.0,machine-learning-engineer,0.65,0.75,6.43,0.0,0.0,0.081,0.0,0.0,0.0,37.4,0,Foundational / Action Required
4.0,web-developer,0.92,1.0,8.11,6.0,3.0,1.0,0.712,5.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.92,0.75,7.66,3.0,3.0,0.923,0.807,3.0,1.0,88.8,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.93,3.0,1.5,0.638,0.505,3.0,2.0,83.9,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.26,1.5,0.75,0.693,0.466,2.0,1.0,77.7,2,Eligible
3.0,data-scientist,0.85,0.65,5.0,0.0,0.0,0.223,0.17,0.0,1.0,46.8,0,Foundational / Action Required
5.0,software-developer,1.0,1.0,7.96,2.0,1.0,0.763,0.774,4.0,3.0,90.6,3,Highly Eligible
4.0,web-developer,0.65,0.75,7.39,1.5,1.5,0.484,0.378,1.0,1.0,62.9,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.75,8.98,1.5,0.75,0.618,0.367,2.0,0.0,72.8,2,Eligible
2.0,machine-learning-engineer,0.85,0.75,9.0,1.0,0.5,0.85,0.566,1.0,1.0,84.7,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.89,5.0,3.0,0.61,0.568,3.0,3.0,86.9,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.31,0.0,0.0,0.152,0.3,1.0,0.0,44.0,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,0.75,7.25,1.5,0.75,0.4,0.394,4.0,0.0,61.9,1,Partially Eligible
3.0,data-scientist,1.0,1.0,9.7,6.0,3.0,1.0,0.801,5.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.0,3.0,3.0,0.876,0.778,3.0,3.0,96.4,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.9,0.0,0.0,0.471,0.496,1.0,0.0,60.0,1,Partially Eligible
4.0,web-developer,0.85,0.75,7.64,0.0,0.0,0.623,0.526,2.0,0.0,64.1,1,Partially Eligible
4.0,web-developer,0.85,1.0,8.27,3.0,3.0,0.6,0.566,2.0,3.0,80.2,2,Eligible
5.0,software-developer,0.45,0.65,7.02,0.0,0.0,0.267,0.166,1.0,0.0,38.2,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,9.2,5.0,2.5,0.934,0.77,3.0,3.0,98.4,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,8.9,2.0,1.0,0.831,0.487,4.0,1.0,89.3,3,Highly Eligible
0.0,python-developer,0.85,0.75,7.3,1.5,0.75,0.593,0.15,1.0,1.0,69.9,2,Eligible
3.0,data-scientist,0.85,1.0,6.55,1.0,0.5,0.659,0.311,2.0,1.0,72.9,2,Eligible
2.0,machine-learning-engineer,0.92,0.75,8.48,1.5,0.75,0.674,0.245,1.0,1.0,73.7,2,Eligible
1.0,data-analyst,0.85,0.75,8.88,3.0,3.0,0.885,0.519,2.0,2.0,94.7,3,Highly Eligible
3.0,data-scientist,0.92,0.65,6.0,1.5,0.75,0.613,0.439,2.0,0.0,72.6,2,Eligible
1.0,data-analyst,0.85,1.0,7.96,0.0,0.0,0.622,0.314,2.0,0.0,71.3,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.9,4.0,2.0,0.88,0.564,2.0,1.0,92.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.87,1.0,0.5,0.557,0.38,2.0,0.0,64.7,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,7.85,0.5,0.25,0.781,0.254,3.0,2.0,85.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.75,8.29,0.0,0.0,0.46,0.456,2.0,1.0,64.3,1,Partially Eligible
4.0,web-developer,0.65,0.65,6.86,0.0,0.0,0.302,0.201,0.0,0.0,45.7,0,Foundational / Action Required
5.0,software-developer,0.92,1.0,8.99,5.0,2.5,0.842,0.713,4.0,4.0,98.0,3,Highly Eligible
2.0,machine-learning-engineer,0.65,1.0,6.96,0.0,0.0,0.053,0.029,0.0,0.0,41.9,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,7.37,3.0,3.0,0.959,0.706,3.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.45,0.65,6.22,0.0,0.0,0.201,0.3,2.0,0.0,39.5,0,Foundational / Action Required
4.0,web-developer,0.92,1.0,7.76,0.0,0.0,0.508,0.563,2.0,1.0,68.5,2,Eligible
1.0,data-analyst,0.92,1.0,9.41,6.0,3.0,0.862,0.896,4.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.28,0.0,0.0,0.641,0.332,2.0,1.0,75.2,2,Eligible
1.0,data-analyst,0.85,1.0,7.37,2.0,2.0,0.667,0.462,4.0,0.0,80.4,2,Eligible
5.0,software-developer,0.85,1.0,8.07,3.0,1.5,0.922,0.9,5.0,1.0,95.9,3,Highly Eligible
3.0,data-scientist,0.92,0.75,7.69,1.5,0.75,0.481,0.435,2.0,3.0,74.0,2,Eligible
3.0,data-scientist,0.92,0.75,7.5,5.0,2.5,0.762,0.568,3.0,2.0,85.1,3,Highly Eligible
4.0,web-developer,0.85,0.75,7.89,0.5,0.5,0.467,0.1,2.0,0.0,65.9,1,Partially Eligible
1.0,data-analyst,0.92,1.0,9.36,6.0,3.0,0.946,0.731,5.0,2.0,99.0,3,Highly Eligible
5.0,software-developer,0.92,1.0,8.48,4.0,2.0,0.735,0.641,2.0,2.0,87.6,3,Highly Eligible
3.0,data-scientist,0.92,1.0,9.32,3.0,1.5,0.898,0.68,6.0,2.0,99.0,3,Highly Eligible
5.0,software-developer,0.85,1.0,8.46,0.0,0.0,0.491,0.447,1.0,1.0,70.6,2,Eligible
5.0,software-developer,1.0,1.0,8.89,3.0,1.5,0.894,0.722,4.0,3.0,99.0,3,Highly Eligible
3.0,data-scientist,0.92,1.0,7.54,3.0,1.5,0.916,0.469,3.0,2.0,94.2,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.05,1.5,0.75,0.523,0.555,3.0,0.0,68.7,2,Eligible
0.0,python-developer,0.85,0.75,7.21,1.5,0.75,0.85,0.293,3.0,0.0,81.6,2,Eligible
0.0,python-developer,0.85,1.0,6.43,0.0,0.0,0.117,0.229,2.0,0.0,45.3,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,1.0,6.67,0.0,0.0,0.644,0.1,2.0,2.0,72.7,2,Eligible
1.0,data-analyst,0.85,0.75,6.39,0.0,0.0,0.269,0.0,0.0,0.0,43.4,0,Foundational / Action Required
3.0,data-scientist,0.92,0.65,8.6,2.0,1.0,0.703,0.46,4.0,1.0,84.7,3,Highly Eligible
5.0,software-developer,0.65,0.65,7.3,1.0,0.5,0.564,0.276,4.0,2.0,71.8,2,Eligible
1.0,data-analyst,0.85,0.65,7.84,1.5,1.5,0.711,0.343,2.0,0.0,78.0,2,Eligible
2.0,machine-learning-engineer,0.92,1.0,9.16,5.0,2.5,0.801,0.64,3.0,4.0,98.6,3,Highly Eligible
5.0,software-developer,1.0,1.0,9.45,4.0,2.0,0.913,0.534,4.0,4.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,0.75,7.67,1.0,1.0,0.526,0.474,3.0,2.0,72.6,2,Eligible
2.0,machine-learning-engineer,0.92,1.0,8.01,1.5,0.75,0.773,0.351,1.0,3.0,84.8,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.19,2.0,1.0,0.6,0.287,3.0,0.0,78.3,2,Eligible
4.0,web-developer,0.85,1.0,8.21,0.0,0.0,0.597,0.59,1.0,0.0,67.7,1,Partially Eligible
4.0,web-developer,1.0,1.0,8.51,4.0,3.0,0.978,0.558,3.0,2.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.65,6.69,0.0,0.0,0.099,0.146,1.0,0.0,40.1,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,9.28,5.0,2.5,0.909,0.742,3.0,1.0,90.1,3,Highly Eligible
5.0,software-developer,0.45,0.65,7.82,0.0,0.0,0.449,0.18,0.0,0.0,47.2,0,Foundational / Action Required
4.0,web-developer,0.92,1.0,8.11,5.0,3.0,0.924,0.53,2.0,3.0,96.4,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.75,9.48,0.0,0.0,0.697,0.463,1.0,1.0,71.5,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.2,0.0,0.0,0.559,0.245,1.0,1.0,65.0,1,Partially Eligible
5.0,software-developer,0.85,1.0,7.77,0.0,0.0,0.8,0.573,2.0,2.0,78.5,2,Eligible
3.0,data-scientist,0.85,0.75,7.43,2.0,1.0,0.914,0.611,5.0,3.0,98.1,3,Highly Eligible
